id,country,description,designation,points,price,province,region_1,region_2,variety,winery
459,France,"Another Cahors from the stable of Alain-Dominque Perrin, this one is the entry-level wine, made to be more accessible than his flagship wine from Ch‚teau Lagrezette or the luxury cuvÈe. There's still plenty of toasty oak, but also some raspberry-cherry fruit and green tobacco on the finish.",,84,11,Southwest France,Cahors,Occitanie,Red Blend,Castel Montplaisir
460,France,"This well-known Burgundy nÈgociant has branched out into the RhÙne, like so many others have before. The good news is that the wine is bursting with bright cherry flavors‚Äîtart and juicy. Would make a nice burger or sandwich accompaniment.",Ch‚teau De Domazan,84,8,RhÙne Valley,CÙtes du RhÙne,Auvergne_Rhone_Alpes,RhÙne-style Red Blend,Mommessin
461,France,"With a nose of spicy green herbs‚Äînotably tarragon‚Äîand flavors of lemon and pink grapefruit, this no-nonsense blend of 50% Sauvignon Blanc and 50% SÈmillon goes down easy and clean. The crisp finish is a good palate-cleanser.",Reserve,84,9,Bordeaux,Bordeaux Blanc,Nouvelle_Aquitaine,Bordeaux-style White Blend,Marquis de Chasse
462,France,"From a vintage known for its readily-approachable wines, this grand cru Saint-Emilion shows surprising structure. Some toasty oak frames delicate black-cherry fruit. Black tea notes on the finish carry more tannins than the fruit can handle in the long run, so catch this one soon before it heads south.",,84,20,Bordeaux,Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Lapelletrie
463,France,"Features attractive aromas of chocolate, prunes, leather and soy sauce that are fairly complex and mature. The flavors are similar, with touches of earth and black cherries. Drink now.",,84,20,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RhÙne-style Red Blend,Ch‚teau des Sarrins
464,France,"Shows its Right Bank roots in Merlot and Cab Franc-derived red fruit and herb flavors: strawberry, tomato and rhubarb. Turns leathery and earthy, with some hints of toast on the finish.",,83,15,Bordeaux,Montagne-Saint-…milion,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Vieux Ch‚teau NÈgrit
465,France,"Pretty strawberries and cherries are paired with softly minty nuances in this lightweight charmer. No, there's not a lot of intensity, but you could even serve it slightly chilled as a picnic wine.",,83,8,Southwest France,Bergerac,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Seigneurs de Bergerac
466,France,"I know Bordeaux isn't known for being fruit-driven, but this paucity of fruit in a wine that's 50% Merlot (from a vintage that favored this variety's development) is hard to fathom. Leather and old wood combine with earth and mushrooms. There's decent weight and intensity here, so if these are flavors you look for this is an example to seek out.",,82,10,Bordeaux,Bordeaux,Nouvelle_Aquitaine,Bordeaux-style Red Blend,Ch‚teau Ducla
467,France,"This one comes from the Mouton branch of the Rothschilds. Showing its age a bit already, with mature apple and wood varnish aromas that perk up a bit on the palate, where they pick up some attractive lemon nuances.",,82,14,Bordeaux,Graves,Nouvelle_Aquitaine,White Blend,Baron Philippe de Rothschild
468,France,"A light, toffee-and-caramel-tinged red that seems to be fading. Some earth and cherry flavors provide for acceptable drinking now, but this wine is headed south. Get to it soon.",Cru Classe,82,12,Provence,CÙtes de Provence,Provence_Alpes_Cotes_d_Azur,RhÙne-style Red Blend,Castel Roubine
469,France,"A famous old brand that seems to be living off past glory, this year's edition is quite neutral in aroma and flavor; you have to work to pick out some mild herb and citrus, but it does show a nice spicy, green-peppercorn character on the finish.",Mouton Cadet,81,11,Bordeaux,Bordeaux Blanc,Nouvelle_Aquitaine,Bordeaux-style White Blend,Baron Philippe de Rothschild
470,France,"The nose features some plum and faint cedar aromas, but not a lot of intensity; the light black-cherry and cedar flavors incorporate some earthy nuances on the finish. Light and correct, but where's the beef?",,81,9,Bordeaux,Bordeaux,Nouvelle_Aquitaine,Merlot,Michel Lynch
471,France,A white this age should be fresh and crisp; this one is a bit dull and shows only faint bitter lemon flavors on the finish to go with tired apple aromas.,,80,8,Southwest France,Bergerac,Nouvelle_Aquitaine,White Blend,Seigneurs de Bergerac
472,France,"Picture grandma standing over a pot of stewed prunes, which fill the dusty old house with their sickly aromas. Cooked, earthy and rustic, this wine has little going for it. Just barely acceptable.",,80,11,Languedoc-Roussillon,Fitou,Occitanie,Red Blend,Mont Tauch
473,France,"This lovely wine, a Monopole, is already showing complex, forward fruit with flavors of plum, cherry and cranberry. Soft and fulsome, it shows a light hand with the oak, allowing nuances of tobacco and leather to emerge. Good weight and texture, it seems bound for early glory.",Clos des Reas,93,65,Burgundy,Vosne-RomanÈe,Bourgogne_Franche_Comte,Pinot Noir,Michel Gros
474,France,"Rion holds back on the new oak, letting the pure, supple fruit speak for itself. This is a muscular Vosne, young and firm, showing excellent focus and structure. Already the finish lingers beautifully, with layers of texture and tightly wrapped fruit. Should cellar well for a decade or more.",Les Beaux-Monts,92,52,Burgundy,Vosne-RomanÈe,Bourgogne_Franche_Comte,Pinot Noir,Daniel Rion
475,France,"Another premier cru from Michel Gros, this one not as elegant and fruity as the RÈas. Instead it goes for more ripeness, more tannic weight, and a lot more roasted scents from the barrels. Big, rawboned but undeniably appealing, it has a lot of rough-hewn flavor, dominated by toast, tannin and tobacco.",Aux Brulees,90,65,Burgundy,Vosne-RomanÈe,Bourgogne_Franche_Comte,Pinot Noir,Michel Gros
476,France,"This is a lovely, fragrant Burgundy, with a smoky/cherry scented nose leading into a rather tight, hard young wine. Hints of rosewater, graham cracker and tobacco are there, along with some green tannins. Medium body and texture; needs more time to show its best stuff.",Clos dea Argillieres,89,52,Burgundy,Nuits-St.-Georges,Bourgogne_Franche_Comte,Pinot Noir,Daniel Rion
477,France,"Scents of graham cracker and malted milk chocolate tickle the nose, while the tart fruit slowly unwinds to reveal cherry and beetroot scents and flavors. Tannic and hard, without immediately showing much sweetness, it seems to put the emphasis on mineral and soil, root and leaf, but may evolve into a very interesting wine.",,89,38,Burgundy,Chambolle-Musigny,Bourgogne_Franche_Comte,Pinot Noir,Michel Gros
478,France,"This needs a good bit of breathing time, then it begins to reveal some cherry lifesaver fruit and a balanced structure with firm acids and medium tannins. A bit chalky in the finish, it's a relatively light style that is pleasant and pretty once it has opened up.",Les Chaliots,87,37,Burgundy,Nuits-St.-Georges,Bourgogne_Franche_Comte,Pinot Noir,Michel Gros
479,France,"The nose is dominated by the attractive scents of new French oak, with some hints of pipe tobacco and just a whiff of volatile acidity. It is tight and tannic, a bit ""lifted"" with the VA, and at this point not showing much fruit or complexity, given the price.",Les Charmes,87,65,Burgundy,Chambolle-Musigny,Bourgogne_Franche_Comte,Pinot Noir,Daniel Rion
480,France,"Inky and rustic, yet in a refined manner. This is knock-out juice if you like ‚Äôem big and flavorful. The full bouquet of grape, raisin, oak, licorice and herb aromas pulls you in and the follow-up palate of dense blackberry flavors with herb and smoke shadings fulfills the promise the nose makes. Loads of oak here, but there‚Äôs great depth of fruit for it to play against. A definite keeper; hold for three or four years at least.",,94,30,RhÙne Valley,Ch‚teauneuf-du-Pape,Nouvelle_Aquitaine,RhÙne-style Red Blend,Le Vieux Donjon
481,France,"Light and elegant, this spicy, lively wine is a gentle joy. There is a precision and refinement evident here that makes other Champagnes seem almost clumsy. The delicate flavors of fresh apple, pear and citrus are further enhanced with pretty cinnamon spice.",Brut Mosa‡Øque,92,30,Champagne,Champagne,Grand_Est,Champagne Blend,Jacquart
482,France,"Jacquart makes a full-bodied, ripe style of Champagne, with tiny, effusive bubbles. Flavors of slightly overripe apples lead into a mature palate with hints of oxidation. Sherry, nuts, olive oil, vanilla and other less identifiable nuances meld into a rich, ripe, satisfying and complex whole.",CuvÈe Mosa‡Øque,92,38,Champagne,Champagne,Grand_Est,Champagne Blend,Jacquart
483,France,"This classy example opens with a very floral nose and almost flower-shop aromas. But it‚Äôs not at all sweet on the palate, as tangy lime quickly moves to the fore. Impressively light and elegant, it displays some unusual elements and has a fine bead as well as a supple, herb-tinged finish.",CuvÈe President,91,37,Champagne,Champagne,Grand_Est,Champagne Blend,H.Germain
484,France,"Shows some older notes: a bouquet of toasted white bread, cinnamon, brown sugar and smoky yeast, with just the slightest hint of white pepper. Really rich and complex, with supple lime flavors offsetting the earthy impression. Very dry, with an overall excellent palate impression. Should continue to age and grow finer.",Blanc de Blancs Brut Mosa‡Øque,91,38,Champagne,Champagne,Grand_Est,Champagne Blend,Jacquart
485,France,"Rich and toasty, with tiny bubbles. The bouquet is laced with honey and vanilla scents. The palate suggests nuts and toast, without any noteworthy sweetness despite the demi-sec label. There‚Äôs good concentration and a ripe, toasty, slightly oxidized, nutty finish. This would work perfectly with the usual Champagne food suspects: foie gras, triple-cream cheeses and p‚tÈ, though it‚Äôs probably not the best choice for oysters.",Demi-Sec,91,30,Champagne,Champagne,Grand_Est,Champagne Blend,Jacquart
486,France,"Really fine for a low-acid vintage, there's an intriguing nose here with white pepper, sandalwood and pine-nut elements. There are mature notes to the apple, toast and pepper flavors, good backbone, and the texture is just lovely. This well-developed example still has youthful elements, and closes with a grapefruit-mineral finish that is both relaxed and complex.",Diamant Bleu,91,70,Champagne,Champagne,Grand_Est,Champagne Blend,Heidsieck & Co Monopole
487,France,"Offers an intriguing nose with ginger, lime and floral elements. The mouthfeel is ephemeral‚Äîalmost too light‚Äîbut there‚Äôs a good case to be made for this style when bubbles are involved. Green apple, an almost lilac note, and lime on the palate. Finishes nicely, too.",CuvÈe Prestige,91,27,Champagne,Champagne,Grand_Est,Champagne Blend,H.Germain
488,France,"A perfect salmon shade, with scents of peaches, cherries and toast. It hits the palate with big, ripe, fresh fruit: crisp apples, peaches, cherries and citrus. Concentrated and full, with a tart, fresh back end that lingers into a cherry-vanilla finish.",Grand Brut RosÈ,90,52,Champagne,Champagne,Grand_Est,Champagne Blend,Gosset
